"","floorspace","num_whole_rooms","num_half_rooms","price","num_rooms"
"145","50","2","0",57.5,2
"146","31","1","1",23.6,1.5
"147","47","2","0",42,2
"148","82","3","0",44.9,3
"149","46","1","1",35.5,1.5
"150","56","2","1",42,2.5
"151","46","1","1",28,1.5
"152","46","1","1",29.5,1.5
"153","51","3","0",33.9,3
"154","77","3","0",57.9,3
"155","62","3","0",56.9,3
"156","39","1","1",38.9,1.5
"157","43","2","0",40.9,2
"158","79","3","0",79,3
"159","52","2","0",33.9,2
"160","42","1","1",31.5,1.5
"161","46","1","1",25.4,1.5
"162","56","2","0",46.9,2
"163","50","1","1",36.5,1.5
"164","27","1","0",20.9,1
"165","44","2","0",34.9,2
"166","52","2","1",37.9,2.5
"167","60","1","2",51.5,2
"168","41","1","1",33.9,1.5
"169","48","2","0",47,2
"170","51","1","1",35.2,1.5
"171","63","3","0",47,3
"172","33","1","0",21.5,1
"173","83","3","0",58.4,3
"174","72","3","0",73,3
"175","167","4","2",135,5
"176","57","2","1",39.9,2.5
"177","40","2","0",41.9,2
"178","100","3","1",78.9,3.5
"179","71","3","0",86,3
"180","74","2","1",59.9,2.5
"181","76","3","0",57.9,3
"182","50","2","0",46.5,2
"183","32","1","0",22,1
"184","49","2","0",51,2
"185","65","2","1",52,2.5
"186","39","1","1",34,1.5
"187","46","1","1",25.9,1.5
"188","174","3","0",173,3
"189","71","3","0",78.5,3
"190","55","2","0",37.4,2
"191","41","1","1",46.5,1.5
"192","43","1","0",29.9,1
"193","68","2","1",33.9,2.5
"194","68","2","0",82,2
"195","70","3","0",44.9,3
"196","52","2","0",38,2
"197","115","3","0",115,3
"198","76","3","0",57.9,3
"199","52","2","0",35.5,2
"200","49","2","0",39.5,2
"201","52","2","0",29.9,2
"202","59","1","3",37.9,2.5
"203","74","3","0",64.9,3
"204","49","2","0",38.9,2
"205","47","1","1",31,1.5
"206","55","1","1",36.5,1.5
"207","97","5","0",78.9,5
"208","49","2","0",31.9,2
"209","45","1","1",39.9,1.5
"210","46","1","1",30.9,1.5
"211","51","2","0",41.9,2
"212","40","1","1",31.5,1.5
"213","52","2","0",34.9,2
"214","53","2","0",35,2
"215","83","2","2",65,3
"216","56","2","0",36.9,2
"217","138","4","1",96.6,4.5
"218","61","2","1",49.9,2.5
"219","86","3","0",75,3
"220","83","3","0",61.9,3
"221","97","3","2",77,4
"222","51","2","1",32.2,2.5
"223","83","3","0",61.9,3
"224","48","2","0",36.9,2
"225","63","1","2",51.9,2
"226","64","1","1",43,1.5
"227","46","2","0",32.9,2
"228","108","4","0",49.8,4
"229","90","4","0",63,4
"230","68","3","0",41.9,3
"231","46","1","1",28.9,1.5
"232","11","1","0",18.9,1
"233","52","2","0",28,2
"234","173","5","0",135,5
"235","41","2","0",34.9,2
"236","82","3","0",54.9,3
"237","75","3","0",49.9,3
"238","47","1","1",36.5,1.5
"239","44","2","0",26.5,2
"240","49","2","0",43,2
"241","46","2","0",28.6,2
"242","97","3","0",85,3
"243","29","1","0",26,1
"244","94","3","0",69.9,3
"245","46","1","1",25.9,1.5
"246","59","2","0",33.4,2
"247","49","1","1",38,1.5
"248","118","3","0",89.8,3
"249","87","3","0",58,3
"250","40","1","1",29.7,1.5
"251","32","1","0",27.5,1
"252","135","4","1",84.9,4.5
"253","53","2","0",40.9,2
"254","46","2","0",25.9,2
"255","52","2","0",33.7,2
"256","32","1","0",21.9,1
"257","49","2","0",35.9,2
"258","55","2","0",57,2
"259","49","2","0",36.5,2
"260","43","2","0",34.4,2
"261","62","2","0",39,2
"262","96","3","0",89,3
"263","51","1","0",39.5,1
"264","55","2","0",51.5,2
"265","46","2","1",28.5,2.5
"266","138","6","0",137.9,6
"267","63","2","0",51.9,2
"268","46","2","0",41.9,2
"269","75","2","0",69.9,2
"270","51","2","0",57,2
"271","37","1","1",28.9,1.5
"272","64","2","0",43,2
"273","66","3","0",57.5,3
"274","149","4","0",140,4
"275","50","1","1",42.5,1.5
"276","64","2","1",54,2.5
"277","44","2","0",48.5,2
"278","88","4","0",65,4
"279","101","4","0",77,4
"280","48","2","0",54.9,2
"281","46","1","1",27.5,1.5
"282","41","2","0",38,2
"283","63","2","1",62,2.5
"284","60","2","0",41.9,2
"285","44","1","1",34.5,1.5
"286","41","1","1",26.5,1.5
"287","68","3","0",41.9,3
"288","54","2","0",40,2
"289","42","1","1",34.2,1.5
"290","48","1","1",33,1.5
"291","103","2","2",67.5,3
"292","95","4","0",68,4
"293","66","1","2",32,2
"294","86","4","0",69.5,4
"295","117","5","0",70.9,5
"296","64","2","0",53,2
"297","66","3","0",49.9,3
"298","52","2","1",38.4,2.5
"299","75","3","0",48.9,3
"300","61","3","0",60.8,3
"301","130","1","5",135,3.5
"302","51","2","0",33.9,2
"303","46","1","1",24,1.5
"304","48","1","1",37.9,1.5
"305","63","3","0",35.9,3
"306","108","3","1",57,3.5
"307","61","2","0",45,2
"308","62","2","0",45,2
"309","46","1","1",27.2,1.5
"310","97","3","1",57,3.5
"311","30","1","0",32.9,1
"312","63","3","0",35.9,3
"313","82","3","0",63,3
"314","20","1","0",19.9,1
"315","45","1","1",29.9,1.5
"316","33","1","0",22.5,1
"317","42","1","0",28.8,1
"318","28","1","0",29.9,1
"319","34","1","0",23.9,1
"320","51","2","0",33.9,2
"321","33","1","0",24,1
"322","38","1","0",23.9,1
"323","59","2","1",55.9,2.5
"324","57","2","1",37.9,2.5
"325","77","3","0",41.9,3
"326","46","1","1",22.7,1.5
"327","135","5","1",59.9,5.5
"328","65","2","1",48.9,2.5
"329","46","2","0",42.9,2
"330","58","2","0",48.8,2
"331","51","1","1",39.9,1.5
"332","35","1","0",35.9,1
"333","72","4","0",26.9,4
"334","100","4","0",59.9,4
"335","79","4","0",67.1,4
"336","46","2","0",29.9,2
"337","45","2","0",34.9,2
"338","63","1","2",54,2
"339","46","1","1",29,1.5
"340","39","2","0",36.9,2
"341","52","1","1",26.9,1.5
"342","33","1","0",26.5,1
"343","27","1","0",21.9,1
"344","45","2","0",38.9,2
"345","54","1","0",42,1
"346","46","1","1",24.9,1.5
"347","50","2","0",47.9,2
"348","57","2","0",48.8,2
"349","57","2","0",34.2,2
"350","62","3","0",56.9,3
"351","29","1","0",20.9,1
"352","46","1","1",26.9,1.5
"353","52","2","0",28.9,2
"354","54","2","0",39.9,2
"355","68","3","0",39.9,3
"356","123","3","1",68.8,3.5
"357","57","3","0",52,3
"358","55","2","1",39.7,2.5
"359","70","3","0",38.9,3
"360","137","3","0",123.9,3
"361","52","2","0",31.9,2
"362","24","1","0",20.5,1
"363","64","2","1",42.9,2.5
"364","52","1","1",31.9,1.5
"365","64","2","1",42.9,2.5
"366","36","1","1",26.9,1.5
"367","28","1","0",21.9,1
"368","53","2","0",29.9,2
"369","137","2","1",123.9,2.5
"370","86","2","1",74.9,2.5
"371","48","2","0",49.9,2
"372","46","2","0",25.9,2
"373","28","1","0",22.3,1
"374","56","1","2",33.9,2
"375","60","2","1",44.9,2.5
"376","46","2","0",27.5,2
"377","40","1","0",27.5,1
"378","49","1","1",47.5,1.5
"379","29","1","0",17.9,1
"380","71","3","0",48.9,3
"381","46","2","0",28.9,2
"382","80","2","1",64,2.5
"383","45","1","1",29.9,1.5
"384","42","1","1",29.5,1.5
"385","64","3","1",48.9,3.5
"386","49","2","0",34.9,2
"387","43","1","1",30.9,1.5
"388","60","2","0",36,2
"389","57","3","0",36.9,3
"390","44","2","0",21,2
"391","57","1","2",42.9,2
"392","64","3","0",36.9,3
"393","47","1","0",31.9,1
"394","53","2","0",49.6,2
"395","65","3","0",46.5,3
"396","25","1","0",33.9,1
"397","46","1","1",27.2,1.5
"398","57","3","0",36.9,3
"399","80","3","0",63.9,3
"400","56","2","1",39.9,2.5
"401","46","1","1",25.5,1.5
"402","49","2","0",35.5,2
"403","46","1","1",25.5,1.5
"404","66","3","0",42.9,3
"405","26","1","0",20.5,1
"406","46","1","1",24.5,1.5
"407","51","2","0",33.9,2
"408","56","1","2",35.9,2
"409","53","2","0",35.9,2
"410","52","2","0",46.8,2
"411","66","2","0",47.5,2
"412","55","2","1",39.7,2.5
"413","86","2","2",82.5,3
"414","85","2","2",67.8,3
"415","40","1","0",33.9,1
"416","45","1","2",37.5,2
"417","46","2","0",24.9,2
"418","78","4","0",50.8,4
"419","65","2","1",63.9,2.5
"420","36","1","1",26.5,1.5
"421","60","2","0",44.9,2
"422","80","2","1",54.9,2.5
"423","66","1","2",50,2
"424","46","2","1",30,2.5
"425","126","4","0",99.9,4
"426","27","1","0",22.5,1
"427","82","2","1",55.9,2.5
"428","29","1","0",20.9,1
"429","97","3","2",77,4
"430","46","1","1",32,1.5
"431","39","1","0",27.9,1
"432","51","2","0",29.9,2
"433","51","2","0",31.9,2
"434","100","2","1",49.9,2.5
"435","106","3","0",68.5,3
"436","85","2","1",51.9,2.5
"437","66","3","0",58.9,3
"438","72","3","0",68.8,3
"439","80","2","1",54.9,2.5
"440","82","3","0",64.9,3
"441","65","2","0",43.9,2
"442","78","2","2",64.9,3
"443","80","3","0",65.9,3
"444","64","2","1",53,2.5
"445","35","2","0",26.5,2
"446","46","2","0",26.9,2
"447","23","1","0",18.2,1
"448","57","1","1",54.9,1.5
"449","75","4","0",46.4,4
"450","39","1","1",39.7,1.5
"451","51","3","0",43.9,3
"452","40","1","1",26.9,1.5
"453","41","1","1",29.9,1.5
"454","56","2","1",39.9,2.5
"455","77","2","1",59.9,2.5
"456","52","1","2",34.8,2
"457","66","2","1",49.9,2.5
"458","59","2","0",39.9,2
"459","61","2","1",61.8,2.5
"460","86","3","0",51,3
"461","113","3","2",69,4
"462","29","1","0",28.9,1
"463","50","2","0",38.9,2
"464","46","1","1",28.9,1.5
"465","59","2","0",39.9,2
"466","64","2","0",53,2
"467","55","2","0",47.9,2
"468","30","1","0",21.5,1
"469","48","1","1",32.9,1.5
"470","81","2","1",94.9,2.5
"471","48","2","0",39.9,2
"472","48","2","0",34.9,2
"473","41","1","0",28.5,1
"474","67","2","1",75.8,2.5
"475","50","2","0",30,2
"476","52","1","1",26.9,1.5
"477","48","2","0",34.9,2
"478","169","4","0",139,4
"479","50","2","0",29.9,2
"480","71","2","1",54.9,2.5
"481","36","1","0",25.5,1
"482","104","4","1",89.9,4.5
"483","25","1","0",18.5,1
"484","53","2","0",35.5,2
"485","84","1","3",99,2.5
"486","194","7","0",199,7
"487","42","1","0",14.8,1
"488","27","1","0",18.5,1
"489","46","2","0",26.5,2
"490","98","4","0",84.9,4
"491","54","2","0",37.5,2
"492","51","2","0",34.8,2
"493","66","2","0",45,2
"494","48","2","1",31.5,2.5
"495","50","2","0",34.5,2
"496","26","1","0",17.9,1
"497","79","3","0",48.5,3
"498","53","2","0",33.5,2
"499","30","1","0",29.9,1
"500","46","2","0",30.7,2
"501","60","4","0",37.9,4
"502","46","2","0",26.9,2
"503","51","2","0",28,2
"504","62","2","1",42,2.5
"505","43","2","0",32.9,2
"506","166","4","2",149.9,5
"507","64","2","0",53,2
"508","39","1","0",28.5,1
"509","18","1","0",12.3,1
"510","53","2","0",36.9,2
"511","100","3","0",73.5,3
"512","45","1","1",29.9,1.5
"513","62","2","1",38.9,2.5
"514","61","2","0",39.5,2
"515","41","2","0",35.3,2
"516","48","1","1",37.9,1.5
"517","52","2","0",35.5,2
"518","105","4","0",67.9,4
"519","60","1","2",55,2
"520","80","2","1",54.9,2.5
"521","36","1","1",29.9,1.5
"522","49","1","1",26.9,1.5
"523","40","1","1",33.9,1.5
"524","29","1","0",20.9,1
"525","71","2","0",41.9,2
"526","37","2","0",29.9,2
"527","50","2","0",43.9,2
"528","27","1","0",17.9,1
"529","49","3","0",39.9,3
"530","83","3","0",56.9,3
"531","31","1","0",23.4,1
"532","40","1","0",38.5,1
"533","45","1","0",34,1
"534","42","1","0",31.5,1
"535","51","2","0",42.5,2
"536","50","2","0",35.9,2
"537","66","1","2",50,2
"538","44","2","0",34.6,2
"539","74","3","0",54.9,3
"540","62","2","1",32.5,2.5
"541","42","2","0",33.5,2
"542","40","1","1",25.9,1.5
"543","72","3","0",64,3
"544","66","2","1",68.8,2.5
"545","71","2","0",41.9,2
"546","35","1","1",22.5,1.5
"547","49","1","1",53.9,1.5
"548","65","2","1",48.9,2.5
"549","97","4","0",77,4
"550","37","1","1",26.9,1.5
"551","41","1","0",26.9,1
"552","36","1","0",26.9,1
"553","98","2","2",84.9,3
"554","75","3","0",70.9,3
"555","98","2","2",84.9,3
"556","55","2","1",39.7,2.5
"557","46","2","0",42.9,2
"558","68","2","0",41.5,2
"559","52","2","0",34.8,2
"560","94","5","0",108.9,5
"561","49","2","0",37.5,2
"562","53","3","0",38.6,3
"563","42","1","1",37.5,1.5
"564","30","1","0",21.9,1
"565","95","3","1",71.9,3.5
"566","45","2","0",34.5,2
"567","65","3","0",48.9,3
"568","59","2","0",39.9,2
"569","46","1","1",28.9,1.5
"570","113","5","0",97.9,5
"571","62","3","0",56.9,3
"572","81","2","1",94.9,2.5
"573","60","1","2",53.9,2
"574","20","1","0",23.5,1
"575","69","3","0",44.9,3
"576","83","3","1",58,3.5
"577","62","2","0",49.9,2
"578","64","3","0",53,3
"579","42","2","0",39.9,2
"580","93","2","1",52.9,2.5
"581","166","6","0",149.9,6
"582","81","2","1",94.9,2.5
"583","50","2","0",47.5,2
"584","154","3","3",68,4.5
"585","27","1","0",18.5,1
"586","56","3","0",35.9,3
"587","52","2","0",30,2
"588","95","4","0",96.9,4
"589","97","4","0",88.7,4
"590","129","3","0",108,3
"591","87","3","0",57,3
"592","75","3","0",51,3
"593","32","1","0",24.6,1
"594","85","3","1",55,3.5
"595","59","1","2",31.8,2
"596","77","3","0",41.9,3
"597","32","1","0",24.6,1
"598","83","2","0",56.9,2
"599","87","1","3",93.9,2.5
"600","166","6","0",149.9,6
"601","49","1","2",39.9,2
"602","83","2","0",56.9,2
"603","46","1","1",30.7,1.5
"604","42","1","1",28.5,1.5
"605","51","2","0",37.4,2
"606","85","3","1",55,3.5
"607","46","1","1",33.9,1.5
"608","46","1","1",27.9,1.5
"609","40","1","1",30.9,1.5
"610","30","1","0",23.9,1
"611","103","3","1",64.8,3.5
"612","52","2","0",31.9,2
"613","57","1","2",27.5,2
"614","29","1","0",21.8,1
"615","46","2","0",33.9,2
"616","53","2","0",34.9,2
"617","63","2","0",68.9,2
"618","33","1","0",27.5,1
"619","37","1","1",26.9,1.5
"620","68","3","0",42.5,3
"621","64","2","0",43,2
"622","52","1","1",36,1.5
"623","113","3","2",69,4
"624","42","2","0",25.5,2
"625","61","3","0",52.9,3
"626","47","2","0",30.9,2
"627","50","1","1",39.5,1.5
"628","87","3","0",57,3
"629","31","1","0",24.5,1
"630","65","2","0",68.9,2
"631","135","3","3",59.9,4.5
"632","66","1","2",50,2
"633","72","1","2",41.5,2
"634","50","2","0",38.9,2
"635","46","2","0",24.9,2
"636","49","1","1",53.9,1.5
"637","81","2","2",39.9,3
"638","52","3","0",42.9,3
"639","60","2","0",49.9,2
"640","158","4","1",145,4.5
"641","52","2","0",41.9,2
"642","62","1","2",39.9,2
"643","44","1","1",41,1.5
"644","108","5","0",83.9,5
"645","71","2","0",41.9,2
"646","29","1","0",24.9,1
"647","64","2","1",42.9,2.5
"648","69","3","0",44.9,3
"649","35","1","0",24.7,1
"650","55","2","1",50,2.5
"651","46","1","1",26.5,1.5
"652","56","1","2",27.9,2
"653","46","2","0",42.9,2
"654","46","1","1",29.9,1.5
"655","167","5","0",153,5
"656","108","3","1",96,3.5
"657","62","3","0",38.5,3
"658","50","2","0",38.9,2
"659","87","2","2",78,3
"660","87","3","1",55.5,3.5
"661","95","3","1",69.5,3.5
"662","46","1","1",26.9,1.5
"663","58","2","1",39.9,2.5
"664","42","2","0",29.8,2
"665","40","1","1",33.9,1.5
"666","58","2","1",39.9,2.5
"667","29","1","0",22.5,1
"668","18","1","0",12.5,1
"669","63","1","2",49.8,2
"670","72","3","0",71.9,3
"671","75","3","0",57.5,3
"672","96","3","0",74.6,3
"673","96","3","0",69.7,3
"674","105","3","2",58.9,4
"675","66","3","0",49.9,3
"676","119","4","0",124.9,4
"677","56","2","0",44.9,2
"678","50","1","2",34.9,2
"679","40","1","0",23.9,1
"680","46","1","1",29.9,1.5
"681","144","3","0",108,3
"682","152","4","1",125,4.5
"683","45","1","0",34,1
"684","46","1","1",24.9,1.5
"685","27","1","0",23,1
"686","97","4","0",57,4
"687","86","3","0",75,3
"688","50","2","0",35.9,2
"689","167","5","0",153,5
"690","63","3","0",35.9,3
"691","55","2","0",34.5,2
"692","65","3","0",51.9,3
"693","68","3","0",37.8,3
"694","80","2","1",54.9,2.5
"695","52","1","2",34.8,2
"696","40","1","0",19.2,1
"697","91","3","0",64.9,3
"698","46","2","0",27.5,2
"699","38","1","0",31.9,1
"700","51","2","1",43.9,2.5
"701","64","3","0",41.9,3
"702","40","1","1",33.9,1.5
"703","36","1","0",26.9,1
"704","31","1","0",20.5,1
"705","33","1","0",25.3,1
"706","48","1","1",37.9,1.5
"707","62","1","2",47.5,2
"708","62","2","0",49.9,2
"709","66","2","0",45,2
"710","46","2","0",29.9,2
"711","93","4","0",62,4
"712","68","3","0",32.5,3
"713","34","1","0",30,1
"714","66","3","0",50,3
"715","74","3","0",158,3
"716","47","2","0",26.9,2
"717","55","2","0",36.9,2
"718","78","2","1",62,2.5
"719","52","2","0",32,2
"720","158","4","1",145,4.5
"721","46","1","1",27.2,1.5
"722","37","1","1",30.9,1.5
"723","71","2","0",44.2,2
"724","58","2","1",47.5,2.5
"725","63","3","0",35.9,3
"726","36","1","0",24.5,1
"727","50","2","0",29.9,2
"728","70","2","0",51.9,2
"729","33","1","0",25.9,1
"730","100","4","0",79.9,4
"731","76","3","1",51.9,3.5
"732","68","2","1",34.2,2.5
"733","64","2","0",43,2
"734","77","3","0",41.9,3
"735","85","4","0",69.5,4
"736","50","2","0",35.9,2
"737","70","3","1",35.5,3.5
"738","49","2","0",45.9,2
"739","105","4","0",69,4
"740","140","5","0",99,5
"741","46","2","0",25.9,2
"742","75","3","0",46.9,3
"743","49","2","0",43.9,2
"744","46","1","1",29.9,1.5
"745","56","1","2",31.5,2
"746","144","4","0",99.9,4
"747","50","2","0",38.9,2
"748","140","3","1",124.9,3.5
"749","59","2","0",39.9,2
"750","66","2","1",49.9,2.5
"751","100","3","0",49.5,3
"752","40","2","0",24.9,2
"753","32","1","0",24.6,1
"754","127","2","1",89.9,2.5
"755","132","3","1",92.9,3.5
"756","113","1","3",79.9,2.5
"757","32","1","0",19.6,1
"758","139","2","2",95.9,3
"759","45","2","0",37.5,2
"760","77","3","0",59.9,3
"761","56","2","0",33.9,2
"762","49","1","2",39.9,2
"763","83","2","0",56.9,2
"764","62","3","0",56.9,3
"765","69","3","0",35.5,3
"766","30","1","0",24.5,1
"767","55","2","0",34.9,2
"768","52","2","0",31.9,2
"769","42","1","0",24.5,1
"770","96","4","0",49.5,4
"771","55","2","0",31.7,2
"772","39","1","1",39.7,1.5
"773","48","2","0",53.9,2
"774","31","1","0",24.5,1
"775","66","2","0",35.9,2
"776","32","1","0",27.9,1
"777","53","2","0",29.9,2
"778","62","2","0",31.9,2
"779","53","2","0",32.9,2
"780","61","3","0",53.5,3
"781","46","1","1",24.9,1.5
"782","75","3","0",54.9,3
"783","52","2","0",28.5,2
"784","32","1","0",20.5,1
"785","77","3","0",59.9,3
"786","41","1","0",35.9,1
"787","32","1","0",22,1
"788","46","2","0",32,2
"789","46","2","0",29.9,2
"790","86","3","0",69.9,3
"791","72","2","1",49.5,2.5
"792","93","4","0",62,4
"793","56","1","1",34,1.5
"794","57","1","2",32.9,2
"795","46","1","1",26.9,1.5
"796","37","1","1",28.5,1.5
"797","46","2","0",31,2
"798","27","1","0",19.9,1
"799","26","1","0",22,1
"800","75","2","0",58.9,2
"801","38","1","0",23.9,1
"802","57","2","1",37.9,2.5
"803","77","2","1",79,2.5
"804","50","2","0",32.5,2
"805","31","1","0",21.9,1
"806","34","2","0",31.9,2
"807","69","2","1",48.5,2.5
"808","95","4","0",82.9,4
"809","54","2","0",37.5,2
"810","65","3","0",46.5,3
"811","33","1","0",24.9,1
"812","38","1","0",23.5,1
"813","50","2","0",38.9,2
"814","47","2","0",44.9,2
"815","46","2","0",28.5,2
"816","97","3","2",77,4
"817","46","1","1",26,1.5
"818","50","2","0",56.9,2
"819","66","1","2",50,2
"820","38","1","0",24.9,1
"821","33","1","0",25.3,1
"822","50","2","0",35.5,2
"823","45","2","0",50.9,2
"824","50","2","0",39.5,2
"825","27","1","0",23,1
"826","39","1","0",29.9,1
"827","90","4","0",59,4
"828","56","2","0",36.9,2
"829","44","2","0",28.9,2
"830","66","2","0",57.6,2
"831","113","5","0",69,5
"832","60","2","0",52.7,2
"833","114","7","0",98,7
"834","77","2","1",67.8,2.5
"835","52","2","1",42.9,2.5
"836","36","2","0",32,2
"837","74","3","1",59.9,3.5
"838","62","2","0",45,2
"839","51","2","0",37.4,2
"840","35","1","0",22.9,1
"841","60","2","1",47.4,2.5
"842","34","1","0",30,1
"843","70","2","2",54.9,3
"844","59","1","2",36.9,2
"845","42","1","0",29.5,1
"846","57","3","0",58.9,3
"847","68","3","0",53.2,3
"848","20","1","0",20.9,1
"849","167","5","0",153,5
"850","46","2","0",28.5,2
"851","50","2","0",35.9,2
"852","27","1","0",23,1
"853","46","1","1",28.5,1.5
"854","56","2","1",39.9,2.5
"855","31","1","0",24.5,1
"856","50","2","0",38.9,2
"857","60","1","2",43.9,2
"858","55","2","0",38.5,2
"859","53","1","1",41.2,1.5
"860","46","1","1",26,1.5
"861","62","2","1",38.5,2.5
"862","64","3","0",42.9,3
"863","62","3","0",55,3
"864","52","1","2",34.8,2
"865","93","4","0",62,4
"866","25","1","0",18.5,1
"867","70","1","2",54.9,2
"868","97","3","1",57,3.5
"869","87","2","2",78,3
"870","67","2","1",39.9,2.5
"871","115","3","1",79.5,3.5
"872","51","2","1",43.6,2.5
"873","77","3","0",59.9,3
"874","60","3","0",47.4,3
"875","113","5","0",69,5
"876","75","3","0",39.9,3
"877","93","3","0",98,3
"878","47","1","1",33.5,1.5
"879","63","1","2",54,2
"880","66","3","0",50,3
"881","42","2","0",39.9,2
"882","37","2","0",29.9,2
"883","52","3","0",36.9,3
"884","80","2","1",64,2.5
"885","28","1","0",22.9,1
"886","53","2","1",39.1,2.5
"887","54","2","1",38.4,2.5
"888","42","2","0",24.5,2
"889","39","1","0",25.5,1
"890","60","2","0",45,2
"891","50","2","0",32.9,2
"892","57","2","0",54.9,2
"893","83","3","0",61.9,3
"894","49","1","1",53.9,1.5
"895","39","1","1",38.9,1.5
"896","64","2","1",42.9,2.5
"897","81","2","1",94.9,2.5
"898","82","3","0",57.3,3
"899","29","1","0",24.9,1
"900","46","1","1",24.9,1.5
"901","167","5","0",153,5
"902","49","1","1",26.9,1.5
"903","46","2","0",26.5,2
"904","81","3","0",94.9,3
"905","83","3","1",58,3.5
"906","167","5","0",153,5
"907","48","2","0",30.9,2
"908","46","2","0",26.5,2
"909","167","5","0",153,5
"910","37","2","0",21.9,2
"911","64","2","0",44.2,2
"912","39","1","0",39.9,1
"913","135","3","2",59.9,4
"914","23","1","0",18.5,1
"915","42","1","0",31.5,1
"916","78","3","0",69,3
